0	Generic	NotDef	.notdef
818	Dingbats	r24	uni24FC
819	Dingbats	r24	uni24FD
820	Dingbats	r24	uni24FE
821	Dingbats	r24	uni24FF
822	Generic	r25	uni2500
823	Generic	r25	uni2501
824	Generic	r25	uni2502
825	Generic	r25	uni2503
826	Generic	r25	uni2504
827	Generic	r25	uni2505
828	Generic	r25	uni2506
829	Generic	r25	uni2507
830	Generic	r25	uni2508
831	Generic	r25	uni2509
832	Generic	r25	uni250A
833	Generic	r25	uni250B
834	Generic	r25	uni250C
835	Generic	r25	uni250D
836	Generic	r25	uni250E
837	Generic	r25	uni250F
838	Generic	r25	uni2510
839	Generic	r25	uni2511
840	Generic	r25	uni2512
841	Generic	r25	uni2513
842	Generic	r25	uni2514
843	Generic	r25	uni2515
844	Generic	r25	uni2516
845	Generic	r25	uni2517
846	Generic	r25	uni2518
847	Generic	r25	uni2519
848	Generic	r25	uni251A
849	Generic	r25	uni251B
850	Generic	r25	uni251C
851	Generic	r25	uni251D
852	Generic	r25	uni251E
853	Generic	r25	uni251F
854	Generic	r25	uni2520
855	Generic	r25	uni2521
856	Generic	r25	uni2522
857	Generic	r25	uni2523
858	Generic	r25	uni2524
859	Generic	r25	uni2525
860	Generic	r25	uni2526
861	Generic	r25	uni2527
862	Generic	r25	uni2528
863	Generic	r25	uni2529
864	Generic	r25	uni252A
865	Generic	r25	uni252B
866	Generic	r25	uni252C
867	Generic	r25	uni252D
868	Generic	r25	uni252E
869	Generic	r25	uni252F
870	Generic	r25	uni2530
871	Generic	r25	uni2531
872	Generic	r25	uni2532
873	Generic	r25	uni2533
874	Generic	r25	uni2534
875	Generic	r25	uni2535
876	Generic	r25	uni2536
877	Generic	r25	uni2537
878	Generic	r25	uni2538
879	Generic	r25	uni2539
880	Generic	r25	uni253A
881	Generic	r25	uni253B
882	Generic	r25	uni253C
883	Generic	r25	uni253D
884	Generic	r25	uni253E
885	Generic	r25	uni253F
886	Generic	r25	uni2540
887	Generic	r25	uni2541
888	Generic	r25	uni2542
889	Generic	r25	uni2543
890	Generic	r25	uni2544
891	Generic	r25	uni2545
892	Generic	r25	uni2546
893	Generic	r25	uni2547
894	Generic	r25	uni2548
895	Generic	r25	uni2549
896	Generic	r25	uni254A
897	Generic	r25	uni254B
898	Generic	r25	uni254C
899	Generic	r25	uni254D
900	Generic	r25	uni254E
901	Generic	r25	uni254F
902	Generic	r25	uni2550
903	Generic	r25	uni2551
904	Generic	r25	uni2552
905	Generic	r25	uni2553
906	Generic	r25	uni2554
907	Generic	r25	uni2555
908	Generic	r25	uni2556
909	Generic	r25	uni2557
910	Generic	r25	uni2558
911	Generic	r25	uni2559
912	Generic	r25	uni255A
913	Generic	r25	uni255B
914	Generic	r25	uni255C
915	Generic	r25	uni255D
916	Generic	r25	uni255E
917	Generic	r25	uni255F
918	Generic	r25	uni2560
919	Generic	r25	uni2561
920	Generic	r25	uni2562
921	Generic	r25	uni2563
922	Generic	r25	uni2564
923	Generic	r25	uni2565
924	Generic	r25	uni2566
925	Generic	r25	uni2567
926	Generic	r25	uni2568
927	Generic	r25	uni2569
928	Generic	r25	uni256A
929	Generic	r25	uni256B
930	Generic	r25	uni256C
931	Generic	r25	uni256D
932	Generic	r25	uni256E
933	Generic	r25	uni256F
934	Generic	r25	uni2570
935	Generic	r25	uni2571
936	Generic	r25	uni2572
937	Generic	r25	uni2573
938	Generic	r25	uni2574
939	Generic	r25	uni2575
940	Generic	r25	uni2576
941	Generic	r25	uni2577
942	Generic	r25	uni2578
943	Generic	r25	uni2579
944	Generic	r25	uni257A
945	Generic	r25	uni257B
946	Generic	r25	uni257C
947	Generic	r25	uni257D
948	Generic	r25	uni257E
949	Generic	r25	uni257F
950	Generic	r25	uni2580
951	Generic	r25	uni2581
952	Generic	r25	uni2582
953	Generic	r25	uni2583
954	Generic	r25	uni2584
955	Generic	r25	uni2585
956	Generic	r25	uni2586
957	Generic	r25	uni2587
958	Generic	r25	uni2588
959	Generic	r25	uni2589
960	Generic	r25	uni258A
961	Generic	r25	uni258B
962	Generic	r25	uni258C
963	Generic	r25	uni258D
964	Generic	r25	uni258E
965	Generic	r25	uni258F
966	Generic	r25	uni2590
967	Generic	r25	uni2591
968	Generic	r25	uni2592
969	Generic	r25	uni2593
970	Generic	r25	uni2594
971	Generic	r25	uni2595
972	Generic	r25	uni2596
973	Generic	r25	uni2597
974	Generic	r25	uni2598
975	Generic	r25	uni2599
976	Generic	r25	uni259A
977	Generic	r25	uni259B
978	Generic	r25	uni259C
979	Generic	r25	uni259D
980	Generic	r25	uni259E
981	Generic	r25	uni259F
982	Dingbats	r25	uni25A0
983	Dingbats	r25	uni25A1
984	Dingbats	r25	uni25A2
985	Dingbats	r25	uni25A3
986	Dingbats	r25	uni25A4
987	Dingbats	r25	uni25A5
988	Dingbats	r25	uni25A6
989	Dingbats	r25	uni25A7
990	Dingbats	r25	uni25A8
991	Dingbats	r25	uni25A9
992	Dingbats	r25	uni25AA
993	Dingbats	r25	uni25AB
994	Dingbats	r25	uni25B1
995	Dingbats	r25	uni25B2
996	Dingbats	r25	uni25B3
997	Dingbats	r25	uni25B6
998	Dingbats	r25	uni25B7
999	Dingbats	r25	uni25BC
1000	Dingbats	r25	uni25BD
1001	Dingbats	r25	uni25C0
1002	Dingbats	r25	uni25C1
1003	Dingbats	r25	uni25C6
1004	Dingbats	r25	uni25C7
1005	Dingbats	r25	uni25C8
1006	Dingbats	r25	uni25C9
1007	Dingbats	r25	uni25CA
1008	Dingbats	r25	uni25CB
1009	Dingbats	r25	uni25CC
1010	Dingbats	r25	uni25CE
1011	Dingbats	r25	uni25CF
1012	Dingbats	r25	uni25D0
1013	Dingbats	r25	uni25D1
1014	Dingbats	r25	uni25D2
1015	Dingbats	r25	uni25D3
1016	Dingbats	r25	uni25E2
1017	Dingbats	r25	uni25E3
1018	Dingbats	r25	uni25E4
1019	Dingbats	r25	uni25E5
1020	Dingbats	r25	uni25E6
1021	Dingbats	r25	uni25EF
1022	Dingbats	r26	uni2600
1023	Dingbats	r26	uni2601
1024	Dingbats	r26	uni2602
1025	Dingbats	r26	uni2603
1026	Dingbats	r26	uni2605
1027	Dingbats	r26	uni2606
1028	Dingbats	r25	uni2609
1029	Dingbats	r26	uni260E
1030	Generic	r25	uni260F
1031	Dingbats	r26	uni2616
1032	Dingbats	r26	uni2617
1033	Dingbats	r26	uni261C
1034	Dingbats	r26	uni261D
1035	Dingbats	r26	uni261E
1036	Dingbats	r26	uni261F
1037	Generic	r25	uni262F
1038	Dingbats	r26	uni2640
1039	Dingbats	r26	uni2641
1040	Dingbats	r26	uni2642
1041	Dingbats	r26	uni2660
1042	Dingbats	r26	uni2661
1043	Dingbats	r26	uni2662
1044	Dingbats	r26	uni2663
1045	Dingbats	r26	uni2664
1046	Dingbats	r26	uni2665
1047	Dingbats	r26	uni2666
1048	Dingbats	r26	uni2667
1049	Dingbats	r26	uni2668
1050	Dingbats	r26	uni2669
1051	Dingbats	r26	uni266A
1052	Dingbats	r26	uni266B
1053	Dingbats	r26	uni266C
1054	Dingbats	r26	uni266D
1055	Dingbats	r26	uni266E
1056	Dingbats	r26	uni266F
1057	Dingbats	r26	uni2672
1058	Dingbats	r26	uni2673
1059	Dingbats	r26	uni2674
1060	Dingbats	r26	uni2675
1061	Dingbats	r26	uni2676
1062	Dingbats	r26	uni2677
1063	Dingbats	r26	uni2678
1064	Dingbats	r26	uni2679
1065	Dingbats	r26	uni267A
1066	Dingbats	r26	uni267B
1067	Dingbats	r26	uni267C
1068	Dingbats	r26	uni267D
1069	Dingbats	r26	uni26A0
1070	Dingbats	r26	uni26AA
1071	Dingbats	r26	uni26AB
1072	Dingbats	r26	uni26BD
1073	Dingbats	r26	uni26BE
1074	Dingbats	r27	uni2702
1075	Proportional	Latin	uni2713
1076	Dingbats	r27	uni271A
1077	Dingbats	r27	uni273D
1078	Dingbats	r27	uni273F
1079	Dingbats	r27	uni2740
1080	Dingbats	r27	uni2756
1081	Dingbats	r27	uni2776
1082	Dingbats	r27	uni2777
1083	Dingbats	r27	uni2778
1084	Dingbats	r27	uni2779
1085	Dingbats	r27	uni277A
1086	Dingbats	r27	uni277B
1087	Dingbats	r27	uni277C
1088	Dingbats	r27	uni277D
1089	Dingbats	r27	uni277E
1090	Dingbats	r27	uni277F
1091	Dingbats	r27	uni27A1
1092	Dingbats	r29	uni2934
1093	Dingbats	r29	uni2935
1094	Dingbats	r29	uni29BF
1095	Dingbats	r29	uni29FA
1096	Dingbats	r29	uni29FB
1097	Dingbats	r2B	uni2B05
1098	Dingbats	r2B	uni2B06
1099	Dingbats	r2B	uni2B07
1100	Dingbats	r2B	uni2B1A
1101	Proportional	Latin	uni2E3A
1102	Proportional	Latin	uni2E3B
1103	Ideographs	Radicals	uni2E80-CN
1104	Ideographs	Radicals	uni2E81-CN
1105	Ideographs	Radicals	uni2E84-CN
1106	Ideographs	Radicals	uni2E86-CN
1107	Ideographs	Radicals	uni2E88-CN
1108	Ideographs	Radicals	uni2E8A-CN
1109	Ideographs	Radicals	uni2E8C-JP
1110	Ideographs	Radicals	uni2E91-CN
1111	Ideographs	Radicals	uni2E95-JP
1112	Ideographs	Radicals	uni2E97-CN
1113	Ideographs	Radicals	uni2E9C-CN
1114	Ideographs	Radicals	uni2E9D-CN
1115	Ideographs	Radicals	uni2EA2-JP
1116	Ideographs	Radicals	uni2EA5-CN
1117	Ideographs	Radicals	uni2EA7-CN
1118	Ideographs	Radicals	uni2EAA-CN
1119	Ideographs	Radicals	uni2EAC-CN
1120	Ideographs	Radicals	uni2EB4-CN
1121	Ideographs	Radicals	uni2EB5-CN
1122	Ideographs	Radicals	uni2EB6-CN
1123	Ideographs	Radicals	uni2EB7-CN
1124	Ideographs	Radicals	uni2EB8-CN
1125	Ideographs	Radicals	uni2EBB-CN
1126	Ideographs	Radicals	uni2EBC-CN
1127	Ideographs	Radicals	uni2ECF-CN
1128	Ideographs	Radicals	uni2ED7-JP
1129	Ideographs	Radicals	uni2EDD-JP
1130	Dingbats	r2F	uni2FF0
1131	Dingbats	r2F	uni2FF1
1132	Dingbats	r2F	uni2FF2
1133	Dingbats	r2F	uni2FF3
1134	Dingbats	r2F	uni2FF4
1135	Dingbats	r2F	uni2FF5
1136	Dingbats	r2F	uni2FF6
1137	Dingbats	r2F	uni2FF7
1138	Dingbats	r2F	uni2FF8
1139	Dingbats	r2F	uni2FF9
1140	Dingbats	r2F	uni2FFA
1141	Dingbats	r2F	uni2FFB
1142	Dingbats	r30	uni3000
1143	Dingbats	r30	uni3001
1144	Dingbats	r30	uni3002
1145	Dingbats	r30	uni3003
1146	Dingbats	r30	uni3004
1147	Dingbats	r30	uni3005
1148	Dingbats	r30	uni3006
1149	Dingbats	r30	uni3007
1150	Dingbats	r30	uni3008
1151	Dingbats	r30	uni3009
1152	Dingbats	r30	uni300A
1153	Dingbats	r30	uni300B
1154	Dingbats	r30	uni300C
1155	Dingbats	r30	uni300D
1156	Dingbats	r30	uni300E
1157	Dingbats	r30	uni300F
1158	Dingbats	r30	uni3010
1159	Dingbats	r30	uni3011
1160	Dingbats	r30	uni3012
1161	Dingbats	r30	uni3013
1162	Dingbats	r30	uni3014
1163	Dingbats	r30	uni3015
1164	Dingbats	r30	uni3016
1165	Dingbats	r30	uni3017
1166	Dingbats	r30	uni3018
1167	Dingbats	r30	uni3019
1168	Dingbats	r30	uni301A
1169	Dingbats	r30	uni301B
1170	Dingbats	r30	uni301C
1171	Dingbats	r30	uni301D
1172	Dingbats	r30	uni301E
1173	Dingbats	r30	uni301F
1174	Dingbats	r30	uni3020
1175	Dingbats	r30	uni302A
1176	Dingbats	r30	uni302B
1177	Dingbats	r30	uni302C
1178	Dingbats	r30	uni302D
1179	Dingbats	r30	uni302E
1180	Dingbats	r30	uni302F
1181	Dingbats	r30	uni3030
1182	Dingbats	r30	uni3031
1183	Dingbats	r30	uni3032
1184	Dingbats	r30	uni3033
1185	Dingbats	r30	uni3034
1186	Dingbats	r30	uni3035
1187	Dingbats	r30	uni3036
1188	Dingbats	r30	uni3037
1189	Dingbats	r30	uni303B
1190	Dingbats	r30	uni303C
1191	Dingbats	r30	uni303D
1192	Dingbats	r30	uni303E
1193	Dingbats	r30	uni303F
1194	Kana	Hiragana	uni3042
1195	Kana	Hiragana	uni3041
1196	Kana	Hiragana	uni3044
1197	Kana	Hiragana	uni3043
1198	Kana	Hiragana	uni3046
1199	Kana	Hiragana	uni3045
1200	Kana	Hiragana	uni3048
1201	Kana	Hiragana	uni3047
1202	Kana	Hiragana	uni304A
1203	Kana	Hiragana	uni3049
1204	Kana	Hiragana	uni304B
1205	Kana	Hiragana	uni3095
1206	Kana	Hiragana	uni304C
1207	Kana	Hiragana	uni304D
1208	Kana	Hiragana	uni304E
1209	Kana	Hiragana	uni304F
1210	Kana	Hiragana	uni3050
1211	Kana	Hiragana	uni3051
1212	Kana	Hiragana	uni3096
1213	Kana	Hiragana	uni3052
1214	Kana	Hiragana	uni3053
1215	Kana	Hiragana	u1B132
1216	Kana	Hiragana	uni3054
1217	Kana	Hiragana	uni3055
1218	Kana	Hiragana	uni3056
1219	Kana	Hiragana	uni3057
1220	Kana	Hiragana	uni3058
1221	Kana	Hiragana	uni3059
1222	Kana	Hiragana	uni305A
1223	Kana	Hiragana	uni305B
1224	Kana	Hiragana	uni305C
1225	Kana	Hiragana	uni305D
1226	Kana	Hiragana	uni305E
1227	Kana	Hiragana	uni305F
1228	Kana	Hiragana	uni3060
1229	Kana	Hiragana	uni3061
1230	Kana	Hiragana	uni3062
1231	Kana	Hiragana	uni3064
1232	Kana	Hiragana	uni3063
1233	Kana	Hiragana	uni3065
1234	Kana	Hiragana	uni3066
1235	Kana	Hiragana	uni3067
1236	Kana	Hiragana	uni3068
1237	Kana	Hiragana	uni3069
1238	Kana	Hiragana	uni306A
1239	Kana	Hiragana	uni306B
1240	Kana	Hiragana	uni306C
1241	Kana	Hiragana	uni306D
1242	Kana	Hiragana	uni306E
1243	Kana	Hiragana	uni306F
1244	Kana	Hiragana	uni3070
1245	Kana	Hiragana	uni3071
1246	Kana	Hiragana	uni3072
1247	Kana	Hiragana	uni3073
1248	Kana	Hiragana	uni3074
1249	Kana	Hiragana	uni3075
1250	Kana	Hiragana	uni3076
1251	Kana	Hiragana	uni3077
1252	Kana	Hiragana	uni3078
1253	Kana	Hiragana	uni3079
1254	Kana	Hiragana	uni307A
1255	Kana	Hiragana	uni307B
1256	Kana	Hiragana	uni307C
1257	Kana	Hiragana	uni307D
1258	Kana	Hiragana	uni307E
1259	Kana	Hiragana	uni307F
1260	Kana	Hiragana	uni3080
1261	Kana	Hiragana	uni3081
1262	Kana	Hiragana	uni3082
1263	Kana	Hiragana	uni3084
1264	Kana	Hiragana	uni3083
1265	Kana	Hiragana	uni3086
1266	Kana	Hiragana	uni3085
1267	Kana	Hiragana	uni3088
1268	Kana	Hiragana	uni3087
1269	Kana	Hiragana	uni3089
1270	Kana	Hiragana	uni308A
1271	Kana	Hiragana	uni308B
1272	Kana	Hiragana	uni308C
1273	Kana	Hiragana	uni308D
1274	Kana	Hiragana	uni308F
1275	Kana	Hiragana	uni308E
1276	Kana	Hiragana	uni3090
1277	Kana	Hiragana	uni3091
1278	Kana	Hiragana	uni3092
1279	Kana	Hiragana	uni3093
1280	Kana	Hiragana	uni3094
1281	Kana	Hiragana	uni309F
1282	Kana	Katakana	uni30A2
1283	Kana	Katakana	uni30A1
1284	Kana	Katakana	uni30A4
1285	Kana	Katakana	uni30A3
1286	Kana	Katakana	uni30A6
1287	Kana	Katakana	uni30A5
1288	Kana	Katakana	uni30A8
1289	Kana	Katakana	uni30A7
1290	Kana	Katakana	uni30AA
1291	Kana	Katakana	uni30A9
1292	Kana	Katakana	uni30AB
1293	Kana	Katakana	uni30F5
1294	Kana	Katakana	uni30AC
1295	Kana	Katakana	uni30AD
1296	Kana	Katakana	uni30AE
1297	Kana	Katakana	uni30AF
1298	Kana	Katakana	uni31F0
1299	Kana	Katakana	uni30B0
1300	Kana	Katakana	uni30B1
1301	Kana	Katakana	uni30F6
1302	Kana	Katakana	uni30B2
1303	Kana	Katakana	uni30B3
1304	Kana	Katakana	u1B155
1305	Kana	Katakana	uni30B4
1306	Kana	Katakana	uni30B5
1307	Kana	Katakana	uni30B6
1308	Kana	Katakana	uni30B7
1309	Kana	Katakana	uni31F1
1310	Kana	Katakana	uni30B8
1311	Kana	Katakana	uni30B9
1312	Kana	Katakana	uni31F2
1313	Kana	Katakana	uni30BA
1314	Kana	Katakana	uni30BB
1315	Kana	Katakana	uni30BC
1316	Kana	Katakana	uni30BD
1317	Kana	Katakana	uni30BE
1318	Kana	Katakana	uni30BF
1319	Kana	Katakana	uni30C0
1320	Kana	Katakana	uni30C1
1321	Kana	Katakana	uni30C2
1322	Kana	Katakana	uni30C4
1323	Kana	Katakana	uni30C3
1324	Kana	Katakana	uni30C5
1325	Kana	Katakana	uni30C6
1326	Kana	Katakana	uni30C7
1327	Kana	Katakana	uni30C8
1328	Kana	Katakana	uni31F3
1329	Kana	Katakana	uni30C9
1330	Kana	Katakana	uni30CA
1331	Kana	Katakana	uni30CB
1332	Kana	Katakana	uni30CC
1333	Kana	Katakana	uni31F4
1334	Kana	Katakana	uni30CD
1335	Kana	Katakana	uni30CE
1336	Kana	Katakana	uni30CF
1337	Kana	Katakana	uni31F5
1338	Kana	Katakana	uni30D0
1339	Kana	Katakana	uni30D1
1340	Kana	Katakana	uni30D2
1341	Kana	Katakana	uni31F6
1342	Kana	Katakana	uni30D3
1343	Kana	Katakana	uni30D4
1344	Kana	Katakana	uni30D5
1345	Kana	Katakana	uni31F7
1346	Kana	Katakana	uni30D6
1347	Kana	Katakana	uni30D7
1348	Kana	Katakana	uni30D8
1349	Kana	Katakana	uni31F8
1350	Kana	Katakana	uni30D9
1351	Kana	Katakana	uni30DA
1352	Kana	Katakana	uni30DB
1353	Kana	Katakana	uni31F9
1354	Kana	Katakana	uni30DC
1355	Kana	Katakana	uni30DD
1356	Kana	Katakana	uni30DE
1357	Kana	Katakana	uni30DF
1358	Kana	Katakana	uni30E0
1359	Kana	Katakana	uni31FA
1360	Kana	Katakana	uni30E1
1361	Kana	Katakana	uni30E2
1362	Kana	Katakana	uni30E4
1363	Kana	Katakana	uni30E3
1364	Kana	Katakana	uni30E6
1365	Kana	Katakana	uni30E5
1366	Kana	Katakana	uni30E8
1367	Kana	Katakana	uni30E7
1368	Kana	Katakana	uni30E9
1369	Kana	Katakana	uni31FB
1370	Kana	Katakana	uni30EA
1371	Kana	Katakana	uni31FC
1372	Kana	Katakana	uni30EB
1373	Kana	Katakana	uni31FD
1374	Kana	Katakana	uni30EC
1375	Kana	Katakana	uni31FE
1376	Kana	Katakana	uni30ED
1377	Kana	Katakana	uni31FF
1378	Kana	Katakana	uni30EF
1379	Kana	Katakana	uni30EE
1380	Kana	Katakana	uni30F0
1381	Kana	Katakana	uni30F1
1382	Kana	Katakana	uni30F2
1383	Kana	Katakana	uni30F3
1384	Kana	Katakana	uni30F4
1385	Kana	Katakana	uni30F7
1386	Kana	Katakana	uni30F8
1387	Kana	Katakana	uni30F9
1388	Kana	Katakana	uni30FA
1389	Kana	Katakana	uni30FF
1390	Kana	Katakana	uni30FC
1391	Dingbats	r30	uni3099
1392	Dingbats	r30	uni309A
1393	Dingbats	r30	uni309B
1394	Dingbats	r30	uni309C
1395	Dingbats	r21	uni309D
1396	Dingbats	r21	uni309E
1397	Dingbats	r21	uni30FD
1398	Dingbats	r21	uni30FE
1399	Dingbats	r30	uni30A0
1400	Dingbats	r30	uni30FB
1401	Kana	Hiragana	uni304B309A
1402	Kana	Hiragana	uni304D309A
1403	Kana	Hiragana	uni304F309A
1404	Kana	Hiragana	uni3051309A
1405	Kana	Hiragana	uni3053309A
1406	Kana	Katakana	uni30AB309A
1407	Kana	Katakana	uni30AD309A
1408	Kana	Katakana	uni30AF309A
1409	Kana	Katakana	uni30B1309A
1410	Kana	Katakana	uni30B3309A
1411	Kana	Katakana	uni30BB309A
1412	Kana	Katakana	uni30C4309A
1413	Kana	Katakana	uni30C8309A
1414	Kana	Katakana	uni31F7309A
1415	Kana	Katakana	uni30FC_start
1416	Kana	Katakana	uni30FC_middle
1417	Kana	Katakana	uni30FC_end
1418	Kana	Hiragana	uni30423099
1419	Kana	Hiragana	uni30413099
1420	Kana	Hiragana	uni30443099
1421	Kana	Hiragana	uni30433099
1422	Kana	Hiragana	uni30453099
1423	Kana	Hiragana	uni30483099
1424	Kana	Hiragana	uni30473099
1425	Kana	Hiragana	uni304A3099
1426	Kana	Hiragana	uni30493099
1427	Kana	Hiragana	uni30953099
1428	Kana	Hiragana	uni30963099
1429	Kana	Hiragana	u1B1323099
1430	Kana	Hiragana	uni30633099
1431	Kana	Hiragana	uni306A3099
1432	Kana	Hiragana	uni306B3099
1433	Kana	Hiragana	uni306C3099
1434	Kana	Hiragana	uni306D3099
1435	Kana	Hiragana	uni306E3099
1436	Kana	Hiragana	uni307E3099
1437	Kana	Hiragana	uni307F3099
1438	Kana	Hiragana	uni30803099
1439	Kana	Hiragana	uni30813099
1440	Kana	Hiragana	uni30823099
1441	Kana	Hiragana	uni30843099
1442	Kana	Hiragana	uni30833099
1443	Kana	Hiragana	uni30863099
1444	Kana	Hiragana	uni30853099
1445	Kana	Hiragana	uni30883099
1446	Kana	Hiragana	uni30873099
1447	Kana	Hiragana	uni30893099
1448	Kana	Hiragana	uni308A3099
1449	Kana	Hiragana	uni308B3099
1450	Kana	Hiragana	uni308C3099
1451	Kana	Hiragana	uni308D3099
1452	Kana	Hiragana	uni308F3099
1453	Kana	Hiragana	uni308E3099
1454	Kana	Hiragana	uni30903099
1455	Kana	Hiragana	uni30913099
1456	Kana	Hiragana	uni30923099
1457	Kana	Hiragana	uni30933099
1458	Dingbats	SymbolSupp	uni309F3099
1459	Kana	Katakana	uni30A23099
1460	Kana	Katakana	uni30A13099
1461	Kana	Katakana	uni30A43099
1462	Kana	Katakana	uni30A33099
1463	Kana	Katakana	uni30A53099
1464	Kana	Katakana	uni30A83099
1465	Kana	Katakana	uni30A73099
1466	Kana	Katakana	uni30AA3099
1467	Kana	Katakana	uni30A93099
1468	Kana	Katakana	uni30F53099
1469	Kana	Katakana	uni30F63099
1470	Kana	Katakana	u1B1553099
1471	Kana	Katakana	uni30C33099
1472	Kana	Katakana	uni30CA3099
1473	Kana	Katakana	uni30CB3099
1474	Kana	Katakana	uni30CC3099
1475	Kana	Katakana	uni30CD3099
1476	Kana	Katakana	uni30CE3099
1477	Kana	Katakana	uni30DE3099
1478	Kana	Katakana	uni30DF3099
1479	Kana	Katakana	uni30E03099
1480	Kana	Katakana	uni30E13099
1481	Kana	Katakana	uni30E23099
1482	Kana	Katakana	uni30E43099
1483	Kana	Katakana	uni30E33099
1484	Kana	Katakana	uni30E63099
1485	Kana	Katakana	uni30E53099
1486	Kana	Katakana	uni30E83099
1487	Kana	Katakana	uni30E73099
1488	Kana	Katakana	uni30E93099
1489	Kana	Katakana	uni30EA3099
1490	Kana	Katakana	uni30EB3099
1491	Kana	Katakana	uni30EC3099
1492	Kana	Katakana	uni30ED3099
1493	Kana	Katakana	uni30EE3099
1494	Kana	Katakana	uni30F33099
1495	Kana	Hiragana	uni3042309A
1496	Kana	Hiragana	uni3041309A
1497	Kana	Hiragana	uni3044309A
1498	Kana	Hiragana	uni3043309A
1499	Kana	Hiragana	uni3046309A
1500	Kana	Hiragana	uni3045309A
1501	Kana	Hiragana	uni3048309A
1502	Kana	Hiragana	uni3047309A
1503	Kana	Hiragana	uni304A309A
1504	Kana	Hiragana	uni3049309A
1505	Kana	Hiragana	uni3095309A
1506	Kana	Hiragana	uni3096309A
1507	Kana	Hiragana	u1B132309A
1508	Kana	Hiragana	uni3055309A
1509	Kana	Hiragana	uni3057309A
1510	Kana	Hiragana	uni3059309A
1511	Kana	Hiragana	uni305B309A
1512	Kana	Hiragana	uni305D309A
1513	Kana	Hiragana	uni305F309A
1514	Kana	Hiragana	uni3061309A
1515	Kana	Hiragana	uni3064309A
1516	Kana	Hiragana	uni3063309A
1517	Kana	Hiragana	uni3066309A
1518	Kana	Hiragana	uni3068309A
1519	Kana	Hiragana	uni306A309A
1520	Kana	Hiragana	uni306B309A
1521	Kana	Hiragana	uni306C309A
1522	Kana	Hiragana	uni306D309A
1523	Kana	Hiragana	uni306E309A
1524	Kana	Hiragana	uni307E309A
1525	Kana	Hiragana	uni307F309A
1526	Kana	Hiragana	uni3080309A
1527	Kana	Hiragana	uni3081309A
1528	Kana	Hiragana	uni3082309A
1529	Kana	Hiragana	uni3084309A
1530	Kana	Hiragana	uni3083309A
1531	Kana	Hiragana	uni3086309A
1532	Kana	Hiragana	uni3085309A
1533	Kana	Hiragana	uni3088309A
1534	Kana	Hiragana	uni3087309A
1535	Kana	Hiragana	uni3089309A
1536	Kana	Hiragana	uni308A309A
1537	Kana	Hiragana	uni308B309A
1538	Kana	Hiragana	uni308C309A
1539	Kana	Hiragana	uni308D309A
1540	Kana	Hiragana	uni308F309A
1541	Kana	Hiragana	uni308E309A
1542	Kana	Hiragana	uni3090309A
1543	Kana	Hiragana	uni3091309A
1544	Kana	Hiragana	uni3092309A
1545	Kana	Hiragana	uni3093309A
1546	Dingbats	SymbolSupp	uni309F309A
1547	Kana	Katakana	uni30A2309A
1548	Kana	Katakana	uni30A1309A
1549	Kana	Katakana	uni30A4309A
1550	Kana	Katakana	uni30A3309A
1551	Kana	Katakana	uni30A6309A
1552	Kana	Katakana	uni30A5309A
1553	Kana	Katakana	uni30A8309A
1554	Kana	Katakana	uni30A7309A
1555	Kana	Katakana	uni30AA309A
1556	Kana	Katakana	uni30A9309A
1557	Kana	Katakana	uni30F5309A
1558	Kana	Katakana	uni30F6309A
1559	Kana	Katakana	u1B155309A
1560	Kana	Katakana	uni30B5309A
1561	Kana	Katakana	uni30B7309A
1562	Kana	Katakana	uni30B9309A
1563	Kana	Katakana	uni30BD309A
1564	Kana	Katakana	uni30BF309A
1565	Kana	Katakana	uni30C1309A
1566	Kana	Katakana	uni30C3309A
1567	Kana	Katakana	uni30C6309A
1568	Kana	Katakana	uni30CA309A
1569	Kana	Katakana	uni30CB309A
1570	Kana	Katakana	uni30CC309A
1571	Kana	Katakana	uni30CD309A
1572	Kana	Katakana	uni30CE309A
1573	Kana	Katakana	uni30DE309A
1574	Kana	Katakana	uni30DF309A
1575	Kana	Katakana	uni30E0309A
1576	Kana	Katakana	uni30E1309A
1577	Kana	Katakana	uni30E2309A
1578	Kana	Katakana	uni30E4309A
1579	Kana	Katakana	uni30E3309A
1580	Kana	Katakana	uni30E6309A
1581	Kana	Katakana	uni30E5309A
1582	Kana	Katakana	uni30E8309A
1583	Kana	Katakana	uni30E7309A
1584	Kana	Katakana	uni30E9309A
1585	Kana	Katakana	uni30EA309A
1586	Kana	Katakana	uni30EB309A
1587	Kana	Katakana	uni30EC309A
1588	Kana	Katakana	uni30ED309A
1589	Kana	Katakana	uni30EF309A
1590	Kana	Katakana	uni30EE309A
1591	Kana	Katakana	uni30F0309A
1592	Kana	Katakana	uni30F1309A
1593	Kana	Katakana	uni30F2309A
1594	Kana	Katakana	uni30F3309A
